FLIGHT NUMBER,DEP,ARR,DATE,TIME,WEEKDAY,PAX TRUE,PAX FALSE,PAX TOTAL
HT8601,DUB,LHR,2025-02-24,09:30,0,128,26,154
HT6578,PRG,MXP,2025-02-24,10:35,0,125,11,136
HT1517,FCO,MLA,2025-02-24,11:00,0,120,8,128
HT0928,TFN,LPA,2025-02-24,12:00,0,38,24,62
HT3245,MXP,PRG,2025-02-24,12:00,0,264,9,273
HT1234,LHR,DUB,2025-02-24,12:10,0,62,91,153
HT1650,FCO,CAG,2025-02-24,12:30,0,62,56,118
HT0922,LPA,TFN,2025-02-24,12:40,0,26,36,62
HT7614,CAG,FCO,2025-02-24,13:45,0,56,62,118
HT8601,DUB,LHR,2025-02-24,14:30,0,76,56,132
HT2087,MLA,FCO,2025-02-24,15:35,0,115,10,125
HT1650,FCO,CAG,2025-02-24,16:45,0,82,20,102
HT1234,LHR,DUB,2025-02-24,17:10,0,141,22,163
HT6578,PRG,MXP,2025-02-24,17:45,0,149,64,213
HT1517,FCO,MLA,2025-02-24,17:55,0,98,15,113
HT7614,CAG,FCO,2025-02-24,18:00,0,133,0,133
HT4447,FNC,OPO,2025-02-24,19:00,0,118,19,137
HT8601,DUB,LHR,2025-02-24,19:30,0,80,52,132
HT0928,TFN,LPA,2025-02-24,19:55,0,29,27,56
HT3245,MXP,PRG,2025-02-24,19:55,0,214,60,274
HT0922,LPA,TFN,2025-02-24,20:35,0,30,31,61
HT0928,TFN,LPA,2025-02-25,05:20,1,45,13,58
HT0922,LPA,TFN,2025-02-25,06:00,1,69,2,71
HT1234,LHR,DUB,2025-02-25,07:10,1,74,78,152
HT8601,DUB,LHR,2025-02-25,09:30,1,116,26,142
HT6578,PRG,MXP,2025-02-25,10:35,1,171,15,186
HT0928,TFN,LPA,2025-02-25,12:00,1,36,27,63
HT3245,MXP,PRG,2025-02-25,12:00,1,195,26,221
HT1234,LHR,DUB,2025-02-25,12:10,1,77,72,149
HT0922,LPA,TFN,2025-02-25,12:40,1,35,27,62
HT8069,MDA,CDG,2025-02-25,14:00,1,180,17,197
HT8601,DUB,LHR,2025-02-25,14:30,1,93,81,174
HT4125,CDG,MAD,2025-02-25,16:05,1,244,36,280
HT1234,LHR,DUB,2025-02-25,17:10,1,114,62,176
HT6578,PRG,MXP,2025-02-25,17:45,1,224,0,224
HT8069,MDA,CDG,2025-02-25,18:10,1,180,96,276
HT8601,DUB,LHR,2025-02-25,19:30,1,173,6,179
HT0928,TFN,LPA,2025-02-25,19:55,1,37,23,60
HT3245,MXP,PRG,2025-02-25,19:55,1,166,50,216
HT4125,CDG,MAD,2025-02-25,20:15,1,231,46,277
HT0922,LPA,TFN,2025-02-25,20:35,1,32,27,59
HT0928,TFN,LPA,2025-02-26,05:20,2,67,2,69
HT0922,LPA,TFN,2025-02-26,06:00,2,46,5,51
HT1650,FCO,CAG,2025-02-26,06:15,2,109,18,127
HT7614,CAG,FCO,2025-02-26,07:30,2,94,6,100
HT7132,MXP,SSH,2025-02-26,07:30,2,377,73,450
HT0928,TFN,LPA,2025-02-26,12:00,2,26,39,65
HT1650,FCO,CAG,2025-02-26,12:30,2,62,57,119
HT0922,LPA,TFN,2025-02-26,12:40,2,28,39,67
HT7614,CAG,FCO,2025-02-26,13:45,2,49,72,121
HT1650,FCO,CAG,2025-02-26,16:45,2,125,7,132
HT7614,CAG,FCO,2025-02-26,18:00,2,112,3,115
HT0928,TFN,LPA,2025-02-26,19:55,2,26,31,57
HT9943,SSH,MXP,2025-02-26,20:20,2,449,1,450
HT0922,LPA,TFN,2025-02-26,20:35,2,30,40,70
HT9072,PMI,RIX,2025-02-27,03:15,3,205,25,230
HT0928,TFN,LPA,2025-02-27,05:20,3,66,1,67
HT0922,LPA,TFN,2025-02-27,06:00,3,45,2,47
HT7636,OPO,FNC,2025-02-27,06:00,3,71,14,85
HT1234,LHR,DUB,2025-02-27,07:10,3,87,12,99
HT8601,DUB,LHR,2025-02-27,09:30,3,155,17,172
HT6578,PRG,MXP,2025-02-27,10:35,3,201,32,233
HT0928,TFN,LPA,2025-02-27,12:00,3,38,29,67
HT3245,MXP,PRG,2025-02-27,12:00,3,287,25,312
HT1234,LHR,DUB,2025-02-27,12:10,3,70,91,161
HT0922,LPA,TFN,2025-02-27,12:40,3,36,26,62
HT8069,MDA,CDG,2025-02-27,14:00,3,170,29,199
HT8601,DUB,LHR,2025-02-27,14:30,3,91,82,173
HT4125,CDG,MAD,2025-02-27,16:05,3,139,10,149
HT1234,LHR,DUB,2025-02-27,17:10,3,145,24,169
HT6578,PRG,MXP,2025-02-27,17:45,3,212,0,212
HT8069,MDA,CDG,2025-02-27,18:10,3,124,32,156
HT1839,RIX,PMI,2025-02-27,18:45,3,225,5,230
HT4447,FNC,OPO,2025-02-27,19:00,3,94,21,115
HT8601,DUB,LHR,2025-02-27,19:30,3,109,7,116
HT0928,TFN,LPA,2025-02-27,19:55,3,30,38,68
HT3245,MXP,PRG,2025-02-27,19:55,3,235,45,280
HT4125,CDG,MAD,2025-02-27,20:15,3,128,52,180
HT0922,LPA,TFN,2025-02-27,20:35,3,35,25,60
HT4505,BUD,KEF,2025-02-28,04:00,4,155,20,175
HT4858,LPL,LCA,2025-02-28,04:30,4,207,41,248
HT0928,TFN,LPA,2025-02-28,05:20,4,34,16,50
HT0922,LPA,TFN,2025-02-28,06:00,4,65,5,70
HT1650,FCO,CAG,2025-02-28,06:15,4,127,6,133
HT1234,LHR,DUB,2025-02-28,07:10,4,119,44,163
HT7614,CAG,FCO,2025-02-28,07:30,4,91,40,131
HT2087,MLA,FCO,2025-02-28,08:20,4,113,14,127
HT8601,DUB,LHR,2025-02-28,09:30,4,171,5,176
HT1517,FCO,MLA,2025-02-28,11:00,4,94,17,111
HT0928,TFN,LPA,2025-02-28,12:00,4,28,38,66
HT1234,LHR,DUB,2025-02-28,12:10,4,75,103,178
HT1650,FCO,CAG,2025-02-28,12:30,4,47,53,100
HT3677,TFN,BCN,2025-02-28,12:30,4,84,20,104
HT0922,LPA,TFN,2025-02-28,12:40,4,25,25,50
HT7614,CAG,FCO,2025-02-28,13:45,4,63,43,106
HT8069,MDA,CDG,2025-02-28,14:00,4,215,10,225
HT8601,DUB,LHR,2025-02-28,14:30,4,81,82,163
HT5089,LCA,LPL,2025-02-28,15:05,4,179,32,211
HT2087,MLA,FCO,2025-02-28,15:35,4,99,31,130
HT4125,CDG,MAD,2025-02-28,16:05,4,259,11,270
HT1650,FCO,CAG,2025-02-28,16:45,4,110,5,115
HT1234,LHR,DUB,2025-02-28,17:10,4,175,3,178
HT5996,KEF,BUD,2025-02-28,17:50,4,149,26,175
HT1517,FCO,MLA,2025-02-28,17:55,4,87,41,128
HT7614,CAG,FCO,2025-02-28,18:00,4,88,31,119
HT8069,MDA,CDG,2025-02-28,18:10,4,120,70,190
HT1028,LHR,TLS,2025-02-28,18:10,4,183,12,195
HT3704,TLS,LHR,2025-02-28,19:25,4,133,25,158
HT8601,DUB,LHR,2025-02-28,19:30,4,79,79,158
HT0928,TFN,LPA,2025-02-28,19:55,4,26,39,65
HT4125,CDG,MAD,2025-02-28,20:15,4,264,20,284
HT0922,LPA,TFN,2025-02-28,20:35,4,33,30,63
HT1028,LHR,TLS,2025-02-28,21:25,4,149,11,160
HT1385,BCN,TFN,2025-02-28,23:15,4,167,15,182
HT3704,TLS,LHR,2025-02-28,23:30,4,128,25,153
HT0928,TFN,LPA,2025-03-01,05:20,5,68,2,70
HT0922,LPA,TFN,2025-03-01,06:00,5,39,25,64
HT1650,FCO,CAG,2025-03-01,06:15,5,90,10,100
HT1234,LHR,DUB,2025-03-01,07:10,5,160,10,170
HT7614,CAG,FCO,2025-03-01,07:30,5,88,33,121
HT7132,MXP,SSH,2025-03-01,07:30,5,419,31,450
HT2087,MLA,FCO,2025-03-01,08:20,5,108,2,110
HT8601,DUB,LHR,2025-03-01,09:30,5,165,1,166
HT1517,FCO,MLA,2025-03-01,11:00,5,90,2,92
HT0928,TFN,LPA,2025-03-01,12:00,5,30,24,54
HT1234,LHR,DUB,2025-03-01,12:10,5,91,56,147
HT1650,FCO,CAG,2025-03-01,12:30,5,73,58,131
HT3677,TFN,BCN,2025-03-01,12:30,5,77,2,79
HT0922,LPA,TFN,2025-03-01,12:40,5,28,23,51
HT4540,DUS,RHO,2025-03-01,12:55,5,186,17,203
HT7614,CAG,FCO,2025-03-01,13:45,5,51,41,92
HT8601,DUB,LHR,2025-03-01,14:30,5,76,93,169
HT2087,MLA,FCO,2025-03-01,15:35,5,69,59,128
HT1650,FCO,CAG,2025-03-01,16:45,5,100,15,115
HT1234,LHR,DUB,2025-03-01,17:10,5,151,3,154
HT1517,FCO,MLA,2025-03-01,17:55,5,81,18,99
HT7614,CAG,FCO,2025-03-01,18:00,5,79,1,80
HT1028,LHR,TLS,2025-03-01,18:10,5,98,107,205
HT3704,TLS,LHR,2025-03-01,19:25,5,176,14,190
HT8601,DUB,LHR,2025-03-01,19:30,5,128,41,169
HT0928,TFN,LPA,2025-03-01,19:55,5,26,21,47
HT9943,SSH,MXP,2025-03-01,20:20,5,360,90,450
HT0922,LPA,TFN,2025-03-01,20:35,5,25,42,67
HT1255,RHO,DUS,2025-03-01,20:40,5,151,11,162
HT1028,LHR,TLS,2025-03-01,21:25,5,105,28,133
HT1385,BCN,TFN,2025-03-01,23:15,5,95,9,104
HT3704,TLS,LHR,2025-03-01,23:30,5,199,18,217
HT0928,TFN,LPA,2025-03-02,05:20,6,31,9,40
HT0922,LPA,TFN,2025-03-02,06:00,6,69,1,70
HT0928,TFN,LPA,2025-03-02,12:00,6,33,28,61
HT3677,TFN,BCN,2025-03-02,12:30,6,138,5,143
HT0922,LPA,TFN,2025-03-02,12:40,6,28,21,49
HT4540,DUS,RHO,2025-03-02,12:55,6,156,9,165
HT8069,MDA,CDG,2025-03-02,14:00,6,168,2,170
HT4125,CDG,MAD,2025-03-02,16:05,6,201,20,221
HT8069,MDA,CDG,2025-03-02,18:10,6,163,14,177
HT0928,TFN,LPA,2025-03-02,19:55,6,25,42,67
HT4125,CDG,MAD,2025-03-02,20:15,6,194,22,216
HT0922,LPA,TFN,2025-03-02,20:35,6,36,33,69
HT1255,RHO,DUS,2025-03-02,20:40,6,153,13,166
HT1385,BCN,TFN,2025-03-02,23:15,6,76,4,80
HT0928,TFN,LPA,2025-03-03,05:20,0,43,5,48
HT0922,LPA,TFN,2025-03-03,06:00,0,39,21,60
HT7636,OPO,FNC,2025-03-03,06:00,0,144,19,163
HT1650,FCO,CAG,2025-03-03,06:15,0,55,51,106
HT1234,LHR,DUB,2025-03-03,07:10,0,75,83,158
HT7614,CAG,FCO,2025-03-03,07:30,0,87,29,116
HT2087,MLA,FCO,2025-03-03,08:20,0,80,6,86
HT8601,DUB,LHR,2025-03-03,09:30,0,100,69,169
HT6578,PRG,MXP,2025-03-03,10:35,0,211,6,217
HT1517,FCO,MLA,2025-03-03,11:00,0,110,12,122
HT0928,TFN,LPA,2025-03-03,12:00,0,36,24,60
HT3245,MXP,PRG,2025-03-03,12:00,0,121,18,139
HT1234,LHR,DUB,2025-03-03,12:10,0,75,64,139
HT1650,FCO,CAG,2025-03-03,12:30,0,48,42,90
HT0922,LPA,TFN,2025-03-03,12:40,0,33,34,67
HT7614,CAG,FCO,2025-03-03,13:45,0,49,74,123
HT8601,DUB,LHR,2025-03-03,14:30,0,69,100,169
HT2087,MLA,FCO,2025-03-03,15:35,0,58,65,123
HT1650,FCO,CAG,2025-03-03,16:45,0,65,17,82
HT1234,LHR,DUB,2025-03-03,17:10,0,172,0,172
HT6578,PRG,MXP,2025-03-03,17:45,0,198,21,219
HT1517,FCO,MLA,2025-03-03,17:55,0,78,40,118
HT7614,CAG,FCO,2025-03-03,18:00,0,65,12,77
HT4447,FNC,OPO,2025-03-03,19:00,0,74,3,77
HT8601,DUB,LHR,2025-03-03,19:30,0,134,34,168
HT0928,TFN,LPA,2025-03-03,19:55,0,31,39,70
HT3245,MXP,PRG,2025-03-03,19:55,0,141,1,142
HT0922,LPA,TFN,2025-03-03,20:35,0,33,25,58
HT0928,TFN,LPA,2025-03-04,05:20,1,58,8,66
HT0922,LPA,TFN,2025-03-04,06:00,1,53,7,60
HT1234,LHR,DUB,2025-03-04,07:10,1,107,9,116
HT8601,DUB,LHR,2025-03-04,09:30,1,88,33,121
HT6578,PRG,MXP,2025-03-04,10:35,1,191,6,197
HT0928,TFN,LPA,2025-03-04,12:00,1,31,26,57
HT3245,MXP,PRG,2025-03-04,12:00,1,198,34,232
HT1234,LHR,DUB,2025-03-04,12:10,1,89,89,178
HT0922,LPA,TFN,2025-03-04,12:40,1,33,29,62
HT8069,MDA,CDG,2025-03-04,14:00,1,209,1,210
HT8601,DUB,LHR,2025-03-04,14:30,1,75,93,168
HT4125,CDG,MAD,2025-03-04,16:05,1,194,42,236
HT1234,LHR,DUB,2025-03-04,17:10,1,159,4,163
HT6578,PRG,MXP,2025-03-04,17:45,1,143,15,158
HT8069,MDA,CDG,2025-03-04,18:10,1,170,25,195
HT8601,DUB,LHR,2025-03-04,19:30,1,176,1,177
HT0928,TFN,LPA,2025-03-04,19:55,1,31,32,63
HT3245,MXP,PRG,2025-03-04,19:55,1,269,18,287
HT4125,CDG,MAD,2025-03-04,20:15,1,149,111,260
HT0922,LPA,TFN,2025-03-04,20:35,1,28,29,57
HT0928,TFN,LPA,2025-03-05,05:20,2,57,3,60
HT0922,LPA,TFN,2025-03-05,06:00,2,55,2,57
HT1650,FCO,CAG,2025-03-05,06:15,2,133,1,134
HT7614,CAG,FCO,2025-03-05,07:30,2,110,16,126
HT7132,MXP,SSH,2025-03-05,07:30,2,419,31,450
HT0928,TFN,LPA,2025-03-05,12:00,2,33,23,56
HT1650,FCO,CAG,2025-03-05,12:30,2,60,54,114
HT0922,LPA,TFN,2025-03-05,12:40,2,32,37,69
HT7614,CAG,FCO,2025-03-05,13:45,2,57,73,130
HT1650,FCO,CAG,2025-03-05,16:45,2,128,1,129
HT7614,CAG,FCO,2025-03-05,18:00,2,60,21,81
HT0928,TFN,LPA,2025-03-05,19:55,2,28,33,61
HT9943,SSH,MXP,2025-03-05,20:20,2,409,41,450
HT0922,LPA,TFN,2025-03-05,20:35,2,38,26,64
HT9072,PMI,RIX,2025-03-06,03:15,3,226,4,230
HT0928,TFN,LPA,2025-03-06,05:20,3,68,3,71
HT0922,LPA,TFN,2025-03-06,06:00,3,46,18,64
HT7636,OPO,FNC,2025-03-06,06:00,3,91,23,114
HT1234,LHR,DUB,2025-03-06,07:10,3,124,31,155
HT8601,DUB,LHR,2025-03-06,09:30,3,131,21,152
HT6578,PRG,MXP,2025-03-06,10:35,3,196,13,209
HT0928,TFN,LPA,2025-03-06,12:00,3,28,31,59
HT3245,MXP,PRG,2025-03-06,12:00,3,220,20,240
HT1234,LHR,DUB,2025-03-06,12:10,3,90,63,153
HT0922,LPA,TFN,2025-03-06,12:40,3,35,21,56
HT8069,MDA,CDG,2025-03-06,14:00,3,134,42,176
HT8601,DUB,LHR,2025-03-06,14:30,3,98,66,164
HT4125,CDG,MAD,2025-03-06,16:05,3,287,27,314
HT1234,LHR,DUB,2025-03-06,17:10,3,88,87,175
HT6578,PRG,MXP,2025-03-06,17:45,3,186,31,217
HT8069,MDA,CDG,2025-03-06,18:10,3,251,38,289
HT1839,RIX,PMI,2025-03-06,18:45,3,225,5,230
HT4447,FNC,OPO,2025-03-06,19:00,3,136,1,137
HT8601,DUB,LHR,2025-03-06,19:30,3,146,26,172
HT0928,TFN,LPA,2025-03-06,19:55,3,30,28,58
HT3245,MXP,PRG,2025-03-06,19:55,3,116,40,156
HT4125,CDG,MAD,2025-03-06,20:15,3,249,17,266
HT0922,LPA,TFN,2025-03-06,20:35,3,33,38,71
HT4505,BUD,KEF,2025-03-07,04:00,4,155,20,175
HT4858,LPL,LCA,2025-03-07,04:30,4,208,34,242
HT0928,TFN,LPA,2025-03-07,05:20,4,29,8,37
HT0922,LPA,TFN,2025-03-07,06:00,4,57,8,65
HT1650,FCO,CAG,2025-03-07,06:15,4,63,10,73
HT1234,LHR,DUB,2025-03-07,07:10,4,90,87,177
HT7614,CAG,FCO,2025-03-07,07:30,4,115,10,125
HT2087,MLA,FCO,2025-03-07,08:20,4,117,13,130
HT8601,DUB,LHR,2025-03-07,09:30,4,178,0,178
HT1517,FCO,MLA,2025-03-07,11:00,4,112,4,116
HT0928,TFN,LPA,2025-03-07,12:00,4,33,21,54
HT1234,LHR,DUB,2025-03-07,12:10,4,88,65,153
HT1650,FCO,CAG,2025-03-07,12:30,4,52,59,111
HT3677,TFN,BCN,2025-03-07,12:30,4,108,0,108
HT0922,LPA,TFN,2025-03-07,12:40,4,37,28,65
HT7614,CAG,FCO,2025-03-07,13:45,4,64,69,133
HT8069,MDA,CDG,2025-03-07,14:00,4,124,42,166
HT8601,DUB,LHR,2025-03-07,14:30,4,70,73,143
HT5089,LCA,LPL,2025-03-07,15:05,4,387,12,399
HT2087,MLA,FCO,2025-03-07,15:35,4,104,7,111
HT4125,CDG,MAD,2025-03-07,16:05,4,187,9,196
HT1650,FCO,CAG,2025-03-07,16:45,4,72,55,127
HT1234,LHR,DUB,2025-03-07,17:10,4,174,0,174
HT5996,KEF,BUD,2025-03-07,17:50,4,172,3,175
HT1517,FCO,MLA,2025-03-07,17:55,4,63,8,71
HT7614,CAG,FCO,2025-03-07,18:00,4,61,45,106
HT8069,MDA,CDG,2025-03-07,18:10,4,163,9,172
HT1028,LHR,TLS,2025-03-07,18:10,4,168,15,183
HT3704,TLS,LHR,2025-03-07,19:25,4,177,6,183
HT8601,DUB,LHR,2025-03-07,19:30,4,105,11,116
HT0928,TFN,LPA,2025-03-07,19:55,4,29,25,54
HT4125,CDG,MAD,2025-03-07,20:15,4,150,89,239
HT0922,LPA,TFN,2025-03-07,20:35,4,35,27,62
HT1028,LHR,TLS,2025-03-07,21:25,4,150,0,150
HT1385,BCN,TFN,2025-03-07,23:15,4,70,21,91
HT3704,TLS,LHR,2025-03-07,23:30,4,214,21,235
HT0928,TFN,LPA,2025-03-08,05:20,5,68,3,71
HT0922,LPA,TFN,2025-03-08,06:00,5,43,0,43
HT1650,FCO,CAG,2025-03-08,06:15,5,124,7,131
HT1234,LHR,DUB,2025-03-08,07:10,5,101,60,161
HT7614,CAG,FCO,2025-03-08,07:30,5,127,6,133
HT7132,MXP,SSH,2025-03-08,07:30,5,395,55,450
HT2087,MLA,FCO,2025-03-08,08:20,5,94,14,108
HT8601,DUB,LHR,2025-03-08,09:30,5,116,57,173
HT1517,FCO,MLA,2025-03-08,11:00,5,64,11,75
HT0928,TFN,LPA,2025-03-08,12:00,5,34,27,61
HT1234,LHR,DUB,2025-03-08,12:10,5,76,56,132
HT1650,FCO,CAG,2025-03-08,12:30,5,66,45,111
HT3677,TFN,BCN,2025-03-08,12:30,5,149,4,153
HT0922,LPA,TFN,2025-03-08,12:40,5,31,28,59
HT4540,DUS,RHO,2025-03-08,12:55,5,200,8,208
HT7614,CAG,FCO,2025-03-08,13:45,5,63,51,114
HT8601,DUB,LHR,2025-03-08,14:30,5,90,76,166
HT2087,MLA,FCO,2025-03-08,15:35,5,102,18,120
HT1650,FCO,CAG,2025-03-08,16:45,5,91,44,135
HT1234,LHR,DUB,2025-03-08,17:10,5,91,33,124
HT1517,FCO,MLA,2025-03-08,17:55,5,82,40,122
HT7614,CAG,FCO,2025-03-08,18:00,5,108,13,121
HT1028,LHR,TLS,2025-03-08,18:10,5,188,12,200
HT3704,TLS,LHR,2025-03-08,19:25,5,124,36,160
HT8601,DUB,LHR,2025-03-08,19:30,5,110,2,112
HT0928,TFN,LPA,2025-03-08,19:55,5,38,28,66
HT9943,SSH,MXP,2025-03-08,20:20,5,362,88,450
HT0922,LPA,TFN,2025-03-08,20:35,5,25,41,66
HT1255,RHO,DUS,2025-03-08,20:40,5,197,9,206
HT1028,LHR,TLS,2025-03-08,21:25,5,164,23,187
HT1385,BCN,TFN,2025-03-08,23:15,5,155,16,171
HT3704,TLS,LHR,2025-03-08,23:30,5,145,30,175
HT0928,TFN,LPA,2025-03-09,05:20,6,55,4,59
HT0922,LPA,TFN,2025-03-09,06:00,6,65,6,71
HT0928,TFN,LPA,2025-03-09,12:00,6,28,31,59
HT3677,TFN,BCN,2025-03-09,12:30,6,148,16,164
HT0922,LPA,TFN,2025-03-09,12:40,6,30,38,68
HT4540,DUS,RHO,2025-03-09,12:55,6,114,23,137
HT8069,MDA,CDG,2025-03-09,14:00,6,178,25,203
HT4125,CDG,MAD,2025-03-09,16:05,6,193,6,199
HT8069,MDA,CDG,2025-03-09,18:10,6,126,20,146
HT0928,TFN,LPA,2025-03-09,19:55,6,34,29,63
HT4125,CDG,MAD,2025-03-09,20:15,6,228,46,274
HT0922,LPA,TFN,2025-03-09,20:35,6,32,29,61
HT1255,RHO,DUS,2025-03-09,20:40,6,120,27,147
HT1385,BCN,TFN,2025-03-09,23:15,6,166,24,190
HT0928,TFN,LPA,2025-03-10,05:20,0,49,10,59
HT0922,LPA,TFN,2025-03-10,06:00,0,67,4,71
HT7636,OPO,FNC,2025-03-10,06:00,0,165,6,171
HT1650,FCO,CAG,2025-03-10,06:15,0,56,17,73
HT1234,LHR,DUB,2025-03-10,07:10,0,76,38,114
HT7614,CAG,FCO,2025-03-10,07:30,0,84,36,120
HT2087,MLA,FCO,2025-03-10,08:20,0,68,9,77
HT8601,DUB,LHR,2025-03-10,09:30,0,178,1,179
HT6578,PRG,MXP,2025-03-10,10:35,0,167,9,176
HT1517,FCO,MLA,2025-03-10,11:00,0,112,0,112
HT0928,TFN,LPA,2025-03-10,12:00,0,28,27,55
HT3245,MXP,PRG,2025-03-10,12:00,0,249,26,275
HT1234,LHR,DUB,2025-03-10,12:10,0,92,59,151
HT1650,FCO,CAG,2025-03-10,12:30,0,48,76,124
HT0922,LPA,TFN,2025-03-10,12:40,0,27,42,69
HT7614,CAG,FCO,2025-03-10,13:45,0,61,64,125
HT8601,DUB,LHR,2025-03-10,14:30,0,97,82,179
HT2087,MLA,FCO,2025-03-10,15:35,0,95,38,133
HT1650,FCO,CAG,2025-03-10,16:45,0,126,1,127
HT1234,LHR,DUB,2025-03-10,17:10,0,105,71,176
HT6578,PRG,MXP,2025-03-10,17:45,0,165,5,170
HT1517,FCO,MLA,2025-03-10,17:55,0,78,1,79
HT7614,CAG,FCO,2025-03-10,18:00,0,117,4,121
HT4447,FNC,OPO,2025-03-10,19:00,0,119,17,136
HT8601,DUB,LHR,2025-03-10,19:30,0,150,5,155
HT0928,TFN,LPA,2025-03-10,19:55,0,25,29,54
HT3245,MXP,PRG,2025-03-10,19:55,0,249,39,288
HT0922,LPA,TFN,2025-03-10,20:35,0,27,21,48
HT0928,TFN,LPA,2025-03-11,05:20,1,31,25,56
HT0922,LPA,TFN,2025-03-11,06:00,1,41,2,43
HT1234,LHR,DUB,2025-03-11,07:10,1,74,4,78
HT8601,DUB,LHR,2025-03-11,09:30,1,110,67,177
HT6578,PRG,MXP,2025-03-11,10:35,1,94,16,110
HT0928,TFN,LPA,2025-03-11,12:00,1,27,35,62
HT3245,MXP,PRG,2025-03-11,12:00,1,249,41,290
HT1234,LHR,DUB,2025-03-11,12:10,1,89,85,174
HT0922,LPA,TFN,2025-03-11,12:40,1,33,31,64
HT8069,MDA,CDG,2025-03-11,14:00,1,192,8,200
HT8601,DUB,LHR,2025-03-11,14:30,1,79,100,179
HT4125,CDG,MAD,2025-03-11,16:05,1,255,34,289
HT1234,LHR,DUB,2025-03-11,17:10,1,145,9,154
HT6578,PRG,MXP,2025-03-11,17:45,1,138,25,163
HT8069,MDA,CDG,2025-03-11,18:10,1,246,27,273
HT8601,DUB,LHR,2025-03-11,19:30,1,77,7,84
HT0928,TFN,LPA,2025-03-11,19:55,1,33,35,68
HT3245,MXP,PRG,2025-03-11,19:55,1,170,51,221
HT4125,CDG,MAD,2025-03-11,20:15,1,146,127,273
HT0922,LPA,TFN,2025-03-11,20:35,1,25,27,52
HT0928,TFN,LPA,2025-03-12,05:20,2,57,0,57
HT0922,LPA,TFN,2025-03-12,06:00,2,41,29,70
HT1650,FCO,CAG,2025-03-12,06:15,2,62,6,68
HT7614,CAG,FCO,2025-03-12,07:30,2,75,39,114
HT7132,MXP,SSH,2025-03-12,07:30,2,397,53,450
HT0928,TFN,LPA,2025-03-12,12:00,2,33,38,71
HT1650,FCO,CAG,2025-03-12,12:30,2,53,64,117
HT0922,LPA,TFN,2025-03-12,12:40,2,34,30,64
HT7614,CAG,FCO,2025-03-12,13:45,2,63,55,118
HT1650,FCO,CAG,2025-03-12,16:45,2,99,3,102
HT7614,CAG,FCO,2025-03-12,18:00,2,108,11,119
HT0928,TFN,LPA,2025-03-12,19:55,2,25,38,63
HT9943,SSH,MXP,2025-03-12,20:20,2,394,56,450
HT0922,LPA,TFN,2025-03-12,20:35,2,28,35,63
HT9072,PMI,RIX,2025-03-13,03:15,3,190,40,230
HT0928,TFN,LPA,2025-03-13,05:20,3,44,3,47
HT0922,LPA,TFN,2025-03-13,06:00,3,41,14,55
HT7636,OPO,FNC,2025-03-13,06:00,3,124,16,140
HT1234,LHR,DUB,2025-03-13,07:10,3,129,17,146
HT8601,DUB,LHR,2025-03-13,09:30,3,98,57,155
HT6578,PRG,MXP,2025-03-13,10:35,3,191,19,210
HT0928,TFN,LPA,2025-03-13,12:00,3,36,26,62
HT3245,MXP,PRG,2025-03-13,12:00,3,229,37,266
HT1234,LHR,DUB,2025-03-13,12:10,3,68,87,155
HT0922,LPA,TFN,2025-03-13,12:40,3,30,27,57
HT8069,MDA,CDG,2025-03-13,14:00,3,273,8,281
HT8601,DUB,LHR,2025-03-13,14:30,3,70,61,131
HT4125,CDG,MAD,2025-03-13,16:05,3,131,24,155
HT1234,LHR,DUB,2025-03-13,17:10,3,79,96,175
HT6578,PRG,MXP,2025-03-13,17:45,3,151,72,223
HT8069,MDA,CDG,2025-03-13,18:10,3,267,9,276
HT1839,RIX,PMI,2025-03-13,18:45,3,213,17,230
HT4447,FNC,OPO,2025-03-13,19:00,3,89,20,109
HT8601,DUB,LHR,2025-03-13,19:30,3,102,30,132
HT0928,TFN,LPA,2025-03-13,19:55,3,34,37,71
HT3245,MXP,PRG,2025-03-13,19:55,3,182,99,281
HT4125,CDG,MAD,2025-03-13,20:15,3,177,71,248
HT0922,LPA,TFN,2025-03-13,20:35,3,32,21,53
HT4505,BUD,KEF,2025-03-14,04:00,4,165,10,175
HT4858,LPL,LCA,2025-03-14,04:30,4,258,21,279
HT0928,TFN,LPA,2025-03-14,05:20,4,39,0,39
HT0922,LPA,TFN,2025-03-14,06:00,4,64,5,69
HT1650,FCO,CAG,2025-03-14,06:15,4,135,0,135
HT1234,LHR,DUB,2025-03-14,07:10,4,166,13,179
HT7614,CAG,FCO,2025-03-14,07:30,4,115,1,116
HT2087,MLA,FCO,2025-03-14,08:20,4,131,10,141
HT8601,DUB,LHR,2025-03-14,09:30,4,122,26,148
HT1517,FCO,MLA,2025-03-14,11:00,4,75,13,88
HT0928,TFN,LPA,2025-03-14,12:00,4,27,21,48
HT1234,LHR,DUB,2025-03-14,12:10,4,87,65,152
HT1650,FCO,CAG,2025-03-14,12:30,4,70,55,125
HT3677,TFN,BCN,2025-03-14,12:30,4,103,3,106
HT0922,LPA,TFN,2025-03-14,12:40,4,31,22,53
HT7614,CAG,FCO,2025-03-14,13:45,4,49,57,106
HT8069,MDA,CDG,2025-03-14,14:00,4,148,29,177
HT8601,DUB,LHR,2025-03-14,14:30,4,84,84,168
HT5089,LCA,LPL,2025-03-14,15:05,4,337,14,351
HT2087,MLA,FCO,2025-03-14,15:35,4,103,3,106
